"title","stars","text","publishedAtDate","name","reviewerNumberOfReviews","isLocalGuide","reviewUrl","reviewerUrl","responseFromOwnerText","responseFromOwnerDate","originalLanguage","likesCount","visitedIn"
"Restaurante Parrilla Maravilla","5","Parrilla Maravilla es todo lo que esta bien!
Seguire volviendo!!!
👏🏼👏🏼👏🏼👏🏼","2026-05-10T20:31:34.483Z","Sebastian Suchowolski","37","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xBeFdVMURZVEoxTm05TFlrWlJlVWg0V2pCM1JrRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOlAxWU1DYTJ1Nm9LYkZReUh4WjB3RkE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/113835298925795977272?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","4",,"2026-05-10T18:09:15.439Z","veronica del pozo","10","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xsdlgwdzFiVkJpY1VjMFMxTnRVVXBwZVVwb1NtYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOllvX0w1bVBicUc0S1NtUUppeUpoSmc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/107558959059977764837?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","4",,"2026-05-10T12:10:19.644Z","Nurit Weitz","10","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tSNWF5MVZNV2hRVlhZeFQxOUdlRmRaY2tOM05XYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOkR5ay1VMWhQVXYxT19GeFdZckN3NWc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/114956332510788044842?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5",,"2026-05-09T13:44:10.155Z","Candela Salvador","19","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tRNVdERTRUQzFWU1RGTlpreEdlblZwWHpKbVJGRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOkQ5WDE4TC1VSTFNZkxGenVpXzJmRFE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/117441784764457612797?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5","Parrilla Maravilla está muy bien. A pesar del frío, comimos en el patio y se lo pasa bien.,Lo mejor fue la atención. Probamos empanadas y un bife curado, que estuvo bien, lo que estuvo  increíble fue  el vitel toné de lengua. Además, tienen una buena carta de vinos, con excelentes precios.","2026-05-09T13:42:32.612Z","Diego Cura","32","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tSSmNIZGpNMVpsTVdrMGNUTlBMVU42Y1VreVIxRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOkRJcHdjM1ZlMWk0cTNPLUN6cUkyR1E%7C%7C?hl=es-419","https://www.google.com/maps/contrib/111652550765304081216?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","El ambiente es muy cálido y decorado con buen gusto. Sin duda se destaca la marucha que estaba increíble y las papas fritas crujientes y sabrosas.","2026-05-09T12:08:44.937Z","Manuel BM","2","false","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25WT05IVjFPR1p6Y2xwcVRGcG5VMkZ3V214amEwRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOnVONHV1OGZzclpqTFpnU2FwWmxja0E%7C%7C?hl=es-419","https://www.google.com/maps/contrib/107786349483757068874?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","no falla, todo excelente","2026-05-08T14:37:31.961Z","belu","18","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25ZeVVGQlhNbFZ0VUVWd2J5MU5jbEpYWlZSMFNWRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOnYyUFBXMlVtUEVwby1NclJXZVR0SVE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/104548320421817254049?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","Excelente comida y ambiente! Platos no muuuy abundantes. Precios razonables","2026-05-07T21:35:19.608Z","Micaela Gaig","16","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toSE5tSkpZM0pPVEhsR2RrSjVNMWxuUVdScGRWRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOkhHNmJJY3JOTHlGdkJ5M1lnQWRpdVE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/104134869372637892393?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","Se ve que fuimos con muy buena energía porque todo fluyó, la atención buenísima y la comida también. Muy cool para ir a la noche con amigos a comer rico y tomar. La ambientación 10 puntos.","2026-05-05T03:26:13.331Z","Paula","77","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205M2VFMTFka04wZDE5RlNuUnRXbXhtZWxWRFRHYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOm93eE11dkN0d19FSnRtWmxmelVDTGc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/113416854724103242639?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5",,"2026-05-05T01:38:05.156Z","Franco Stefanski","5","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT210TU5sSmhVVzFrY2pndGJYQXhjalZNY0RaVGNtYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOmtMNlJhUW1kcjgtbXAxcjVMcDZTcmc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/113100584888502696026?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5","No entiendo como no tiene 5 estrellas. La hamburguesa mejor que la de kiddo que es la mejor hamburgueseria. Capo mal Jonas . Una pasión por la comida.","2026-05-03T00:28:58.681Z","Franco r","45","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KTGQzSllhbk0zUWtKTk1UUXRSRlJUU1c5clIyYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOmJLd3JYanM3QkJNMTQtRFRTSW9rR2c%7C%7C?hl=es-419","https://www.google.com/maps/contrib/115545969186708111400?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","Impecable todo, el bife angosto me hizo restaurar la fe en la humanidad.

La atención de Jonas un 10! Capo total","2026-05-03T00:28:54.077Z","Guada Pereyra","37","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twelVGUnRXSEpOWlRaeldsWnlOVVozV0c1TE1rRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOkpzUFRtWHJNZTZzWlZyNUZ3WG5LMkE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/101647451552003336846?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","Hamburguesa excelente, papas fritas espectaculares, muy buen ambiente y atención.","2026-05-03T00:08:39.123Z","Juan Chadarevian","44","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xFeVVFcDZOMlZMYW5aTWJFeDJXV3B3VVZFNVUzYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOlEyUEp6N2VLanZMbEx2WWpwUVE5U3c%7C%7C?hl=es-419","https://www.google.com/maps/contrib/104790951697513273142?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","3","Aunque en el interior hay mucho olor a cigarrillo. Eso fue muy malo. Servicio amable, pero lento y un poco confuso. Buena comida, pero una carne llamada ""jugosa"" estaba cruda. Buenas opciones de vinos. Hermoso lugar, buena onda. Vale la pena visitarlo.","2026-05-02T03:00:50.142Z","Lucas Eibs","96","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT210bUxXVXdabFZqUWs1c1kxUmxkMkkxYTBOMmRFRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOmtmLWUwZlVjQk5sY1Rld2I1a0N2dEE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/109864514152043532515?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","4","Rico pero me quede con hambre","2026-05-01T22:54:07.452Z","Marcos Ghisio","28","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxWFgxTjNZbkZMVXpSQmJXMUhhMnAyTFRRMFFWRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOi1XX1N3YnFLUzRBbW1Ha2p2LTQ0QVE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/103933454630019349030?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","Precio y calidad excelente! Me encantó el lugar. Muy bien atendidos. Volveremos.","2026-04-25T15:50:18.229Z","Josefina Sicoli","11","false","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xKNFlrSkpTVkZ6Y1hrd00ySlRPQzFwVHpORmJXYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOlJ4YkJJSVFzcXkwM2JTOC1pTzNFbWc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/105640496921644013235?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","Excelente opción de carta para todos los gustos. No es amplia y eso ayuda a resolver rápido.
Comimos: empanadas 9/10, langostinos 8/10, marucha 9/10, arañita 9/10, ensalada de kale 10/10, papas fritas provenzal 9/10, hamburguesa 8/10 y por último la parte floja (lo siento en el alma), los postres… tiramisú 4/10 y panqueque con bocha de helado banana split 6/10. Yo metería solo el panqueque de ddl y un flan (postres simples que dejan conformes a todos).
Ambiente moderno. Espacio suficiente entre mesas. El patio es un 10.
Atención un 100.000
Pipe un crack y el personal de salón de la misma manera súper atentos.
Buena selección de vinos y los precios correctos.
Gastamos 220.000 entre 4 con 2 botellas de vino Alto las Hormigas 🐜 (feb 2026).
Sin dudarlo volvería!!","2026-04-23T21:46:43.583Z","Julio Delacroix","715","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sdVNYRm5XSEl5YkVkbGFXbFJkekJuWkVsRVQxRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOnluSXFnWHIybEdlaWlRdzBnZElET1E%7C%7C?hl=es-419","https://www.google.com/maps/contrib/101218156796545910212?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5",,"2026-04-19T16:39:25.137Z","Salma Gonzalez","1","false","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21NNVpuTlFVVXRyUzBKRFEyeEZSR0ZVUm1Kc1RXYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOmM5ZnNQUUtrS0JDQ2xFRGFURmJsTWc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/113633766953381181470?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5",,"2026-04-17T22:44:10.361Z","Camila Bosch","7","false","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2trNVlsZElNVlJPVWpZM1JHdEZlVE5rTkV0WVNFRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOkk5YldIMVROUjY3RGtFeTNkNEtYSEE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/103867529312110621255?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5","Propuesta diferente de parrilla en Palermo. El ambiente no parece de parrilla y es súper cool. Para destacar la buena acústica, no hay ruido y se puede conversar aunque esté lleno. Comimos el Bife que jugoso, INCREÍBLE. Tienen una cava para elegir la botella que prefieras con buena variedad de cortes y precios.","2026-04-16T12:48:43.704Z","Cecilia Romano","89","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tNeGVWOVlVMWRqWTFSalRWSm1RWEp2VmpRNFUxRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOkMxeV9YU1djY1RjTVJmQXJvVjQ4U1E%7C%7C?hl=es-419","https://www.google.com/maps/contrib/107270319645668248063?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5",,"2026-04-15T16:24:41.948Z","Gonzalo Rimini","42","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSeWNVRXhiWHBIWjFWR2VqSTFjRFJITUZJM1IwRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOjRycUExbXpHZ1VGejI1cDRHMFI3R0E%7C%7C?hl=es-419","https://www.google.com/maps/contrib/106455746166620740281?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5",,"2026-04-14T12:40:26.663Z","Fefe *","5","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2psMU0xTjJTM1J4ZERacWRrMVZibmMxVGxsNFVHYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOjl1M1N2S3RxdDZqdk1Vbnc1Tll4UGc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/114412891865732470670?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5","Fuimos a comer y la verdad que todo estuvo muy bien. Pedimos marucha, arañita, ensalada verde y papas fritas provenzal. Lo mejor, lejos, fueron las papas y la marucha: ambas espectaculares. La ensalada simple pero rica.

El servicio también se destaca, súper atentos y con buenas recomendaciones.

El jardín es muy lindo. Adentro está bien, pero me parece más para ir de noche. Tienen mesas para grupos de distintos tamaños, lo cual suma. Recomiendo reservar antes de ir.","2026-04-13T01:33:51.701Z","Valen Perez","68","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wa05IRTBPV3RIUlVaQmRIcElUblJZWlMxTVdWRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOnpkNHE0OWtHRUZBdHpITnRYZS1MWVE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/111563366005842861542?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","2","Carne mas o menos (la marucha bien pero nada especial, el asado banderita definitivamente malo). Carta super reducida con pocas opciones (esto no es de por si malo, pero las pocas opciones deberían ser sobresalientes). Ensalada sin ninguna imaginación. El lugar es muy lindo.","2026-04-12T21:10:53.155Z","Daniel Yankelevich","308","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25oUGQwVTRPVk50WDNScFdEVk9XakUyVUUwelZWRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOnhPd0U4OVNtX3RpWDVOWjE2UE0zVVE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/109431529509371300371?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5",,"2026-04-08T14:39:03.190Z","Bruno Olivieri","7","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xoaFUzSlZTRlJ2V1d0MGNsSXpUR2wxWmtNNVZtYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOlhhU3JVSFRvWWt0clIzTGl1ZkM5Vmc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/109694206161807137040?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","5","Es excelente! Es la segunda vez que voy y no hay nada para mejorar. Muy bien las porciones y la calidad es increíble. 10 puntos ✨🫶🏻","2026-04-07T02:01:11.529Z","Maga Farias","33","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25vNVdUQTBNR3RrUkRoeFkyNXVZblZ6UkdSa1VGRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOno5WTA0MGtkRDhxY25uYnVzRGRkUFE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/115359223345233840510?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","4",,"2026-04-05T14:58:06.793Z","Camila Cabrera Cruz","7","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21Vd1UzRnZSVXhtUnpacFprMVRWMVpTV0RWNmVuYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOmUwU3FvRUxmRzZpZk1TV1ZSWDV6enc%7C%7C?hl=es-419","https://www.google.com/maps/contrib/118275152748829147379?hl=es-419",,,,"0",
"Restaurante Parrilla Maravilla","4","Buena parrilla. Recomiendo la marucha.","2026-04-05T03:45:42.771Z","Martin Nagelberg","116","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWcmJIQmlaRFZZTmxsYWVWUnRTRlZMTVMxdWVrRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOlVrbHBiZDVYNllaeVRtSFVLMS1uekE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/110153745208428945949?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","5","Me encanta este lugar! Fui varias veces. Estéticamente es hermoso. Gran seleccion de vinos y ni hablar de la comida! Las Búfalo wins  estan de maravilla, los dumpling,  las papas fitas!!!!! Una Maravilla Parrilla Maravilla","2026-04-04T15:38:13.009Z","pablo colina","147","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xBM0xXSmhUa3RKVEVKbGRYbFVVbXhPUm10MFZsRRAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOlA3LWJhTktJTEJldXlUUmxORmt0VlE%7C%7C?hl=es-419","https://www.google.com/maps/contrib/108313471429567287941?hl=es-419",,,"es","0",
"Restaurante Parrilla Maravilla","3",,"2026-04-04T03:34:54.515Z","Valeria Muhafra","84","true","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25adFFrUnFSbFE1UTFGRGQyRkNSWFV6VW5wVVYyYxAB!2m1!1s0x0:0x83f734f0120baca0!3m1!1s2@1:CAIQACodChtycF9oOnZtQkRqRlQ5Q1FDd2FCRXUzUnpUV2c%7C%7C?hl=es-419","https://www.google.com/maps/contrib/109069586537363830898?hl=es-419",,,,"0",
